163759,-0.90021986,-0.90021986,9.212888
163779,-1.0151415,-0.93852705,9.155427
163829,-0.93852705,-0.7661445,9.32781
163849,-0.9959879,-0.842759,9.461885
163868,-0.91937345,-0.91937345,9.461885
163887,-0.9576807,-0.82360536,9.423578
163907,-0.9576807,-0.82360536,9.423578
163926,-1.0726024,-0.9576807,9.423578
163946,-0.9959879,-0.9959879,9.346964
163965,-1.0342951,-0.82360536,9.385271
163985,-0.9768343,-0.91937345,9.308656
164004,-0.9959879,-0.93852705,9.404425
164023,-0.9768343,-1.0151415,9.193734
164043,-1.0726024,-0.842759,9.442732
164062,-1.0342951,-0.80445176,9.519346
164081,-0.93852705,-0.80445176,9.423578
164101,-1.0342951,-0.842759,9.3661175
164120,-1.0151415,-0.842759,9.212888
164140,-1.0726024,-0.91937345,9.423578
164159,-1.091756,-0.7661445,9.346964
164178,-1.0342951,-0.90021986,9.3661175
164198,-1.0534488,-0.93852705,9.404425
164217,-0.90021986,-0.8810662,9.423578
164236,-1.0342951,-0.9959879,9.3661175
164256,-0.90021986,-0.82360536,9.3661175
164275,-1.091756,-0.93852705,9.461885
164294,-0.9768343,-0.82360536,9.3661175
164314,-1.0151415,-0.842759,9.404425
164333,-1.0534488,-0.90021986,9.289502
164352,-1.0151415,-0.9576807,9.32781
164372,-1.0342951,-0.8619126,9.32781
164391,-0.9959879,-0.8619126,9.442732
164411,-0.9959879,-0.842759,9.519346
164430,-0.9576807,-0.9768343,9.308656
164450,-0.9959879,-1.0342951,9.346964
164469,-0.9959879,-0.7469909,9.500193
164488,-0.9959879,-0.9959879,9.385271
164507,-0.9959879,-1.0534488,9.385271
164527,-0.9959879,-0.9768343,9.461885
164546,-1.1300632,-0.9768343,9.500193
164566,-0.91937345,-0.7086837,9.404425
164585,-0.8810662,-0.90021986,9.32781
164604,-1.0151415,-0.8810662,9.461885
164624,-1.0342951,-1.0342951,9.346964
164643,-1.091756,-0.8810662,9.385271
164663,-1.0342951,-0.8619126,9.3661175
164682,-1.0726024,-0.9576807,9.461885
164701,-1.0151415,-0.90021986,9.385271
164721,-1.1492168,-1.0151415,9.481039
164740,-1.091756,-0.78529817,9.500193
164760,-0.9959879,-0.9576807,9.346964
164779,-0.91937345,-0.9768343,9.308656
164798,-1.0342951,-0.91937345,9.32781
164818,-0.9768343,-0.82360536,9.232041
164837,-0.9959879,-0.90021986,9.3661175
164857,-1.091756,-0.8810662,9.385271
164876,-0.90021986,-0.8810662,9.461885
164895,-0.90021986,-0.93852705,9.3661175
164915,-0.9959879,-1.0342951,9.32781
164934,-1.0342951,-0.9576807,9.461885
164953,-1.0151415,-0.90021986,9.3661175
164973,-0.93852705,-0.91937345,9.461885
164992,-1.1300632,-0.82360536,9.346964
165011,-1.0534488,-0.78529817,9.461885
165031,-1.0151415,-0.9576807,9.385271
165050,-0.9576807,-0.8810662,9.308656
165069,-1.0534488,-0.82360536,9.404425
165089,-1.0342951,-0.80445176,9.32781
165108,-0.91937345,-0.9576807,9.3661175
165128,-0.9959879,-0.9959879,9.385271
165147,-1.0534488,-0.8619126,9.385271
165167,-1.0342951,-0.8810662,9.385271
165186,-1.1683705,-0.90021986,9.423578
165205,-0.9959879,-0.90021986,9.519346
165225,-1.0534488,-0.78529817,9.442732
165244,-1.091756,-0.90021986,9.251195
165263,-1.0726024,-0.78529817,9.442732
165283,-1.0151415,-0.8810662,9.346964
165302,-0.9959879,-0.9768343,9.423578
165321,-1.0534488,-0.8619126,9.289502
165341,-0.9768343,-0.93852705,9.404425
165360,-0.93852705,-0.8810662,9.32781
165380,-1.091756,-0.82360536,9.289502
165399,-1.0342951,-0.80445176,9.212888
165418,-0.9768343,-0.8810662,9.270349
165438,-0.9768343,-0.90021986,9.308656
165457,-1.1109096,-1.0151415,9.481039
165476,-0.8810662,-0.8810662,9.442732
165496,-1.091756,-0.90021986,9.3661175
165515,-1.1109096,-0.9768343,9.32781
165535,-0.9768343,-0.8619126,9.423578
165554,-1.091756,-0.91937345,9.270349
165573,-1.0151415,-0.842759,9.289502
165593,-0.91937345,-0.90021986,9.385271
165612,-1.0342951,-0.9768343,9.289502
165631,-0.9959879,-0.8810662,9.385271
165651,-1.0726024,-1.0151415,9.385271
165670,-0.8619126,-0.8810662,9.32781
165690,-0.9576807,-0.8810662,9.346964
165709,-1.0342951,-0.90021986,9.461885
165728,-1.0726024,-0.9576807,9.385271
165748,-1.0151415,-0.9768343,9.251195
165767,-0.9768343,-0.842759,9.3661175
165786,-1.0726024,-0.8619126,9.404425
165806,-0.9768343,-0.8810662,9.404425
165826,-0.9768343,-0.842759,9.251195
165845,-0.9959879,-0.93852705,9.423578
165864,-0.9576807,-0.8810662,9.270349
165883,-1.0726024,-0.91937345,9.308656
165903,-1.0342951,-0.93852705,9.3661175
165922,-0.93852705,-0.8619126,9.404425
165942,-0.9959879,-0.8619126,9.385271
165961,-1.0151415,-0.842759,9.423578
165980,-0.93852705,-0.82360536,9.251195
166000,-1.1492168,-0.6895301,9.289502
166019,-0.9959879,-0.9768343,9.500193
166038,-0.90021986,-0.80445176,9.500193
166058,-1.0534488,-0.8810662,9.346964
166077,-0.9768343,-0.8810662,9.442732
166097,-0.9576807,-0.78529817,9.308656
166116,-0.9768343,-0.842759,9.404425
166135,-0.9576807,-0.8619126,9.404425
166155,-0.9768343,-1.0726024,9.251195
166174,-1.0534488,-0.842759,9.461885
166194,-1.0342951,-0.93852705,9.481039
166213,-0.9959879,-0.80445176,9.385271
166232,-1.0342951,-0.7661445,9.385271
166252,-0.9768343,-0.9768343,9.423578
166271,-1.0726024,-1.1300632,9.346964
166290,-0.9959879,-0.91937345,9.289502
166310,-0.93852705,-0.82360536,9.3661175
166331,-1.0342951,-0.7661445,9.404425
166351,-1.0151415,-0.842759,9.615114
166370,-1.0342951,-0.8619126,9.3661175
166390,-0.9959879,-0.7469909,9.289502
166409,-0.93852705,-0.9576807,9.32781
166429,-1.0342951,-0.8810662,9.461885
166448,-0.90021986,-0.93852705,9.308656
166467,-0.9576807,-0.8810662,9.385271
166486,-1.1109096,-1.0151415,9.481039
166506,-1.1875241,-0.90021986,9.270349
166525,-1.091756,-0.9768343,9.3661175
166545,-1.0342951,-0.80445176,9.212888
166564,-0.9959879,-0.82360536,9.500193
166583,-0.9768343,-0.9576807,9.3661175
166603,-0.91937345,-0.91937345,9.385271
166622,-1.0726024,-0.842759,9.270349
166642,-1.091756,-0.90021986,9.32781
166661,-1.0726024,-0.93852705,9.32781
166680,-0.9576807,-0.90021986,9.461885
166700,-0.9576807,-0.90021986,9.270349
166719,-0.9959879,-0.90021986,9.404425
166738,-1.0151415,-1.0726024,9.289502
166758,-1.091756,-0.7469909,9.404425
