21313022,9.481039,-2.5091233,-0.34476504
21313043,9.519346,-2.2601264,-0.11492168
21313063,9.576807,-2.1452048,-0.095768064
21313084,9.385271,-1.7812861,-0.11492168
21313104,9.576807,-1.8579005,-0.05746084
21313125,9.5385,-2.2984335,-0.17238252
21313145,9.442732,-2.585738,-0.11492168
21313166,9.059659,-2.681506,0.038307227
21313186,9.097966,-2.432509,-0.019153614
21313207,9.270349,-1.6663644,0.019153614
21313228,9.902418,-1.0342951,0.17238252
21313248,9.998186,-1.091756,0.5554548
21313269,9.730036,-2.0111294,0.1340753
21313292,9.825804,-3.083732,-0.22984336
21313312,9.270349,-3.466804,-0.51714754
21313333,9.232041,-3.6583402,-0.59376204
21313354,9.212888,-3.466804,0.15322891
21313374,9.461885,-3.1411927,0.63206923
21313395,9.500193,-2.96881,0.36391866
21313415,10.381259,-2.7581203,0.36391866
21313436,11.3964,-2.1643584,1.283292
21313456,11.109096,-1.9728222,1.7812861
21313477,10.381259,-3.2944214,1.0151415
21313498,9.289502,-4.5394063,-0.32561144
21313518,8.42759,-4.5777135,-0.842759
21313539,8.408437,-3.8498764,-0.59376204
21313559,8.983045,-2.9496565,-0.80445176
21313580,9.442732,-2.3750482,-0.51714754
21313600,9.634268,-2.1643584,0.22984336
21313621,9.691729,-2.4133554,0.32561144
21313642,9.672575,-2.6623523,-0.40222588
21313662,9.404425,-2.7006595,-0.80445176
21313683,9.232041,-2.8921957,-1.1492168
21313703,10.036493,-2.5474305,-1.7046716
21313724,10.5919485,-1.934515,-0.93852705
21313744,11.070788,-2.2409728,-0.21068975
21313765,10.496181,-2.1260512,-0.30645782
21313786,10.036493,-2.2218192,-0.34476504
21313809,9.481039,-2.4516625,-0.30645782
21313829,9.346964,-2.815581,-0.91937345
21313850,9.346964,-3.1028855,-1.3024458
21313870,9.059659,-3.217807,-0.5746084
21313891,9.078813,-3.620033,0.32561144
21313912,9.251195,-3.5625722,-0.36391866
21313932,9.557653,-3.7924154,-1.2449849
21313953,9.519346,-3.9264908,-1.0726024
21313973,9.519346,-3.715801,-0.45968673
21313994,9.710882,-3.083732,-0.9959879
21314015,9.634268,-2.930503,-0.7278373
21314035,9.346964,-3.064578,-1.0151415
21314056,8.810662,-3.6774938,-1.4556746
21314076,8.7532015,-4.0222588,-1.5705963
21314097,8.37013,-3.8498764,-1.6280571
21314117,7.4507556,-3.4859576,-1.5514427
21314138,7.067683,-3.2944214,-1.1875241
21314159,7.5082164,-3.3135753,-1.4939818
21314179,8.312668,-3.4284968,-1.3790601
21314200,8.983045,-4.1180267,-1.6089035
21314220,11.147403,-4.7500963,-2.9113493
21314241,13.445837,-5.133168,-4.0797195
21314261,9.883265,-4.4244847,-3.7349546
